session_id,user_id,platform,campaign_id,campaign_name,timestamp,session_order,converted,conversion_value
sess_000043,user_010042,google,CAMP_0016,Festive Campaign - Sustainable Clothing - Nov2025,2025-11-29 08:29:00,1,True,1297.42
sess_000044,user_010043,instagram,CAMP_0048,Influencer Collaboration - Sustainable Clothing - Oct2025,2025-11-09 14:12:00,1,True,1350.51
sess_000045,user_010044,google,CAMP_0012,Festive Campaign - Organic Footwear - Nov2025,2025-12-17 15:38:00,1,True,3277.39
sess_000046,user_010045,instagram,CAMP_0001,Flash Sale - Eco Accessories - Sep2025,2025-10-05 04:35:00,1,True,1302.94
sess_000047,user_010046,facebook,CAMP_0033,Product Launch - Eco Accessories - Oct2025,2025-11-13 08:57:00,1,True,1278.46
sess_000048,user_010047,instagram,CAMP_0035,Flash Sale - Organic Footwear - Nov2025,2025-11-15 14:19:00,1,True,1868.57
sess_000049,user_010048,instagram,CAMP_0014,Flash Sale - Sustainable Clothing - Oct2025,2025-11-06 14:30:00,1,True,1510.02
sess_000050,user_010049,facebook,CAMP_0050,Flash Sale - Sustainable Clothing - Nov2025,2025-12-04 13:48:00,1,True,3048.12
sess_000051,user_010050,instagram,CAMP_0028,Influencer Collaboration - Green Living - Nov2025,2025-12-01 07:46:00,1,True,1968.69
sess_000052,user_010051,facebook,CAMP_0004,Festive Campaign - Green Living - Nov2025,2025-12-01 03:18:00,1,True,2379.22
sess_000053,user_010052,facebook,CAMP_0008,Influencer Collaboration - Eco Accessories - Sep2025,2025-09-30 01:31:00,1,True,1052.11
sess_000054,user_010053,facebook,CAMP_0011,Influencer Collaboration - Sustainable Clothing - Oct2025,2025-10-18 05:27:00,1,True,912.05
sess_000055,user_010054,instagram,CAMP_0035,Flash Sale - Organic Footwear - Nov2025,2025-11-15 11:20:00,1,True,1831.36
sess_000056,user_010055,google,CAMP_0039,Flash Sale - Sustainable Clothing - Oct2025,2025-10-26 21:14:00,1,True,2869.62
sess_000057,user_010056,google,CAMP_0030,Product Launch - Sustainable Clothing - Nov2025,2025-11-19 11:10:00,1,True,1476.0
sess_000058,user_010057,google,CAMP_0015,Festive Campaign - Eco Accessories - Nov2025,2025-11-14 15:21:00,1,True,2267.86
sess_000059,user_010058,google,CAMP_0043,Brand Awareness - Eco Accessories - Oct2025,2025-10-24 13:40:00,1,True,4306.5
sess_000060,user_010059,instagram,CAMP_0002,Product Launch - Eco Accessories - Oct2025,2025-10-23 09:37:00,1,True,2585.69
sess_000061,user_010060,instagram,CAMP_0002,Product Launch - Eco Accessories - Oct2025,2025-10-23 16:14:00,1,True,2532.44
sess_000062,user_010061,facebook,CAMP_0025,Influencer Collaboration - Sustainable Clothing - Oct2025,2025-10-23 21:59:00,1,True,2234.86
sess_000063,user_010062,instagram,CAMP_0048,Influencer Collaboration - Sustainable Clothing - Oct2025,2025-11-09 05:11:00,1,True,1744.77
sess_000064,user_010063,google,CAMP_0030,Product Launch - Sustainable Clothing - Nov2025,2025-11-19 20:27:00,1,True,1456.76
sess_000065,user_010064,google,CAMP_0043,Brand Awareness - Eco Accessories - Oct2025,2025-10-24 15:32:00,1,True,3848.85
sess_000066,user_010065,instagram,CAMP_0035,Flash Sale - Organic Footwear - Nov2025,2025-11-15 00:26:00,1,True,1598.85
sess_000067,user_010066,facebook,CAMP_0024,Product Launch - Organic Footwear - Nov2025,2025-11-27 19:44:00,1,True,1249.33
sess_000068,user_010067,instagram,CAMP_0003,Flash Sale - Organic Footwear - Oct2025,2025-11-18 07:40:00,1,True,1488.42
sess_000069,user_010068,facebook,CAMP_0033,Product Launch - Eco Accessories - Oct2025,2025-11-13 11:38:00,1,True,1062.37
sess_000070,user_010069,facebook,CAMP_0033,Product Launch - Eco Accessories - Oct2025,2025-11-13 14:05:00,1,True,1035.27
sess_000071,user_010070,facebook,CAMP_0037,Flash Sale - Eco Accessories - Nov2025,2025-12-17 13:55:00,1,True,3745.89
sess_000072,user_010071,facebook,CAMP_0004,Festive Campaign - Green Living - Nov2025,2025-12-01 04:17:00,1,True,1955.2
sess_000073,user_010072,instagram,CAMP_0007,Flash Sale - Organic Footwear - Oct2025,2025-11-04 01:51:00,1,True,605.29
sess_000074,user_010073,google,CAMP_0039,Flash Sale - Sustainable Clothing - Oct2025,2025-10-26 04:02:00,1,True,2969.05
sess_000075,user_010074,google,CAMP_0034,Brand Awareness - Green Living - Sep2025,2025-10-05 15:18:00,1,True,1740.5
sess_000076,user_010075,facebook,CAMP_0033,Product Launch - Eco Accessories - Oct2025,2025-11-13 04:44:00,1,True,722.77
sess_000077,user_010076,facebook,CAMP_0024,Product Launch - Organic Footwear - Nov2025,2025-11-27 12:28:00,1,True,1733.7
sess_000078,user_010077,facebook,CAMP_0023,Product Launch - Sustainable Clothing - Oct2025,2025-11-02 16:18:00,1,True,3096.1
sess_000079,user_010078,instagram,CAMP_0007,Flash Sale - Organic Footwear - Oct2025,2025-11-04 02:29:00,1,True,749.18
sess_000080,user_010079,google,CAMP_0016,Festive Campaign - Sustainable Clothing - Nov2025,2025-11-29 18:47:00,1,True,1509.61
sess_000081,user_010080,google,CAMP_0022,Product Launch - Eco Accessories - Oct2025,2025-10-31 07:10:00,1,True,1477.67
sess_000082,user_010081,facebook,CAMP_0049,Influencer Collaboration - Green Living - Sep2025,2025-09-26 20:50:00,1,True,2895.0
sess_000083,user_010082,instagram,CAMP_0003,Flash Sale - Organic Footwear - Oct2025,2025-11-18 19:19:00,1,True,2160.72
sess_000084,user_010083,facebook,CAMP_0050,Flash Sale - Sustainable Clothing - Nov2025,2025-12-04 19:17:00,1,True,2732.24
sess_000085,user_010084,facebook,CAMP_0033,Product Launch - Eco Accessories - Oct2025,2025-11-13 07:08:00,1,True,689.69
sess_000086,user_010085,facebook,CAMP_0044,Flash Sale - Organic Footwear - Nov2025,2025-11-24 06:28:00,1,True,1899.29
sess_000087,user_010086,facebook,CAMP_0005,Festive Campaign - Eco Accessories - Sep2025,2025-10-08 20:13:00,1,True,1582.22
sess_000088,user_010087,facebook,CAMP_0019,Product Launch - Eco Accessories - Nov2025,2025-12-23 21:57:00,1,True,2726.47
sess_000089,user_010088,facebook,CAMP_0019,Product Launch - Eco Accessories - Nov2025,2025-12-23 00:34:00,1,True,2489.47
sess_000090,user_010089,google,CAMP_0030,Product Launch - Sustainable Clothing - Nov2025,2025-11-19 23:46:00,1,True,1987.07
sess_000091,user_010090,facebook,CAMP_0025,Influencer Collaboration - Sustainable Clothing - Oct2025,2025-10-23 18:01:00,1,True,2350.47
sess_000092,user_010091,facebook,CAMP_0045,Influencer Collaboration - Sustainable Clothing - Oct2025,2025-11-01 01:36:00,1,True,927.99
sess_000093,user_010092,instagram,CAMP_0031,Flash Sale - Organic Footwear - Sep2025,2025-10-23 23:19:00,1,True,3666.7
sess_000094,user_010093,instagram,CAMP_0007,Flash Sale - Organic Footwear - Oct2025,2025-11-04 12:06:00,1,True,807.41
sess_000095,user_010094,instagram,CAMP_0020,Product Launch - Eco Accessories - Oct2025,2025-11-09 08:08:00,1,True,1230.29
sess_000096,user_010095,facebook,CAMP_0024,Product Launch - Organic Footwear - Nov2025,2025-11-27 08:54:00,1,True,1405.17
sess_000097,user_010096,instagram,CAMP_0007,Flash Sale - Organic Footwear - Oct2025,2025-11-04 12:50:00,1,True,793.2
sess_000098,user_010097,facebook,CAMP_0036,Product Launch - Green Living - Nov2025,2025-11-24 23:33:00,1,True,1032.29
sess_000099,user_010098,facebook,CAMP_0045,Influencer Collaboration - Sustainable Clothing - Oct2025,2025-11-01 07:05:00,1,True,1816.72
sess_000100,user_010099,google,CAMP_0013,Influencer Collaboration - Green Living - Oct2025,2025-10-31 15:59:00,1,True,877.43
sess_000101,user_010100,facebook,CAMP_0004,Festive Campaign - Green Living - Nov2025,2025-12-01 01:44:00,1,True,1376.87
sess_000102,user_010101,instagram,CAMP_0010,Influencer Collaboration - Organic Footwear - Sep2025,2025-10-14 11:00:00,1,True,1773.22
sess_000103,user_010102,instagram,CAMP_0029,Influencer Collaboration - Organic Footwear - Nov2025,2025-12-01 20:55:00,1,True,1567.96
sess_000104,user_010103,facebook,CAMP_0045,Influencer Collaboration - Sustainable Clothing - Oct2025,2025-11-01 01:45:00,1,True,1055.51
sess_000105,user_010104,facebook,CAMP_0041,Festive Campaign - Sustainable Clothing - Nov2025,2025-12-18 07:43:00,1,True,1429.2
sess_000106,user_010105,instagram,CAMP_0028,Influencer Collaboration - Green Living - Nov2025,2025-12-01 18:23:00,1,True,1317.62
sess_000107,user_010106,google,CAMP_0040,Product Launch - Sustainable Clothing - Nov2025,2025-12-04 10:55:00,1,True,3258.49
sess_000108,user_010107,instagram,CAMP_0042,Festive Campaign - Organic Footwear - Sep2025,2025-10-10 15:56:00,1,True,2433.81
sess_000109,user_010108,google,CAMP_0016,Festive Campaign - Sustainable Clothing - Nov2025,2025-11-29 09:13:00,1,True,1406.23
sess_000110,user_010109,google,CAMP_0013,Influencer Collaboration - Green Living - Oct2025,2025-10-31 17:00:00,1,True,1038.34
sess_000111,user_010110,google,CAMP_0032,Flash Sale - Eco Accessories - Oct2025,2025-11-14 05:16:00,1,True,1972.3
sess_000112,user_010111,google,CAMP_0038,Festive Campaign - Eco Accessories - Nov2025,2025-12-28 11:56:00,1,True,2048.37
sess_000113,user_010112,google,CAMP_0012,Festive Campaign - Organic Footwear - Nov2025,2025-12-17 18:02:00,1,True,3877.99
sess_000114,user_010113,facebook,CAMP_0050,Flash Sale - Sustainable Clothing - Nov2025,2025-12-04 19:51:00,1,True,3037.78
sess_000115,user_010114,facebook,CAMP_0033,Product Launch - Eco Accessories - Oct2025,2025-11-13 17:43:00,1,True,938.42
sess_000116,user_010115,instagram,CAMP_0028,Influencer Collaboration - Green Living - Nov2025,2025-12-01 08:24:00,1,True,1293.0
sess_000117,user_010116,facebook,CAMP_0049,Influencer Collaboration - Green Living - Sep2025,2025-09-26 15:38:00,1,True,1919.94
sess_000118,user_010117,instagram,CAMP_0001,Flash Sale - Eco Accessories - Sep2025,2025-10-05 03:43:00,1,True,1109.12
sess_000119,user_010118,instagram,CAMP_0014,Flash Sale - Sustainable Clothing - Oct2025,2025-11-06 07:50:00,1,True,2394.05
sess_000120,user_010119,facebook,CAMP_0024,Product Launch - Organic Footwear - Nov2025,2025-11-27 08:08:00,1,True,1606.61
sess_000121,user_010120,instagram,CAMP_0031,Flash Sale - Organic Footwear - Sep2025,2025-10-23 22:53:00,1,True,3112.16
sess_000122,user_010121,instagram,CAMP_0031,Flash Sale - Organic Footwear - Sep2025,2025-10-23 10:12:00,1,True,4368.95
sess_000123,user_010122,instagram,CAMP_0003,Flash Sale - Organic Footwear - Oct2025,2025-11-18 07:54:00,1,True,1572.13
sess_000124,user_010123,instagram,CAMP_0007,Flash Sale - Organic Footwear - Oct2025,2025-11-04 22:00:00,1,True,1148.08
sess_000125,user_010124,instagram,CAMP_0001,Flash Sale - Eco Accessories - Sep2025,2025-10-05 07:09:00,1,True,978.98
sess_000126,user_010125,facebook,CAMP_0044,Flash Sale - Organic Footwear - Nov2025,2025-11-24 02:09:00,1,True,2220.28
sess_000127,user_010126,instagram,CAMP_0007,Flash Sale - Organic Footwear - Oct2025,2025-11-04 15:59:00,1,True,1119.76
sess_000128,user_010127,google,CAMP_0043,Brand Awareness - Eco Accessories - Oct2025,2025-10-24 09:03:00,1,True,2853.67
sess_000129,user_010128,facebook,CAMP_0037,Flash Sale - Eco Accessories - Nov2025,2025-12-17 13:50:00,1,True,2854.23
sess_000130,user_010129,instagram,CAMP_0035,Flash Sale - Organic Footwear - Nov2025,2025-11-15 06:05:00,1,True,2635.31
sess_000131,user_010130,google,CAMP_0039,Flash Sale - Sustainable Clothing - Oct2025,2025-10-26 15:26:00,1,True,2722.24
sess_000132,user_010131,google,CAMP_0038,Festive Campaign - Eco Accessories - Nov2025,2025-12-28 00:09:00,1,True,2472.1
sess_000133,user_010132,facebook,CAMP_0024,Product Launch - Organic Footwear - Nov2025,2025-11-27 23:49:00,1,True,1870.72
sess_000134,user_010133,facebook,CAMP_0024,Product Launch - Organic Footwear - Nov2025,2025-11-27 00:56:00,1,True,1802.36
sess_000135,user_010134,instagram,CAMP_0028,Influencer Collaboration - Green Living - Nov2025,2025-12-01 20:05:00,1,True,1323.48
sess_000136,user_010135,facebook,CAMP_0024,Product Launch - Organic Footwear - Nov2025,2025-11-27 19:57:00,1,True,1435.3
sess_000137,user_010136,instagram,CAMP_0048,Influencer Collaboration - Sustainable Clothing - Oct2025,2025-11-09 23:47:00,1,True,1280.11
sess_000138,user_010137,instagram,CAMP_0031,Flash Sale - Organic Footwear - Sep2025,2025-10-23 12:25:00,1,True,3503.5
sess_000139,user_010138,google,CAMP_0043,Brand Awareness - Eco Accessories - Oct2025,2025-10-24 16:10:00,1,True,3413.94
sess_000140,user_010139,facebook,CAMP_0044,Flash Sale - Organic Footwear - Nov2025,2025-11-24 00:52:00,1,True,1914.21
sess_000141,user_010140,facebook,CAMP_0024,Product Launch - Organic Footwear - Nov2025,2025-11-27 14:17:00,1,True,1908.91
sess_000142,user_010141,facebook,CAMP_0050,Flash Sale - Sustainable Clothing - Nov2025,2025-12-04 00:49:00,1,True,2802.41
sess_000143,user_010142,google,CAMP_0016,Festive Campaign - Sustainable Clothing - Nov2025,2025-11-29 06:06:00,1,True,980.29
sess_000144,user_010143,facebook,CAMP_0024,Product Launch - Organic Footwear - Nov2025,2025-11-27 17:15:00,1,True,1355.48
sess_000145,user_010144,facebook,CAMP_0044,Flash Sale - Organic Footwear - Nov2025,2025-11-24 06:24:00,1,True,1649.8
sess_000146,user_010145,facebook,CAMP_0018,Influencer Collaboration - Green Living - Oct2025,2025-10-30 08:51:00,1,True,1168.57
sess_000147,user_010146,facebook,CAMP_0005,Festive Campaign - Eco Accessories - Sep2025,2025-10-08 08:06:00,1,True,760.5
sess_000148,user_010147,google,CAMP_0013,Influencer Collaboration - Green Living - Oct2025,2025-10-31 02:02:00,1,True,765.44
sess_000149,user_010148,google,CAMP_0034,Brand Awareness - Green Living - Sep2025,2025-10-05 21:49:00,1,True,1744.59
sess_000150,user_010149,facebook,CAMP_0005,Festive Campaign - Eco Accessories - Sep2025,2025-10-08 00:47:00,1,True,879.92
sess_000151,user_010150,instagram,CAMP_0031,Flash Sale - Organic Footwear - Sep2025,2025-10-23 15:56:00,1,True,3401.41
sess_000152,user_010151,facebook,CAMP_0049,Influencer Collaboration - Green Living - Sep2025,2025-09-26 19:57:00,1,True,2595.23
sess_000153,user_010152,facebook,CAMP_0011,Influencer Collaboration - Sustainable Clothing - Oct2025,2025-10-18 02:24:00,1,True,915.58
sess_000154,user_010153,google,CAMP_0013,Influencer Collaboration - Green Living - Oct2025,2025-10-31 07:27:00,1,True,503.55
sess_000155,user_010154,facebook,CAMP_0021,Influencer Collaboration - Organic Footwear - Oct2025,2025-11-13 01:53:00,1,True,948.85
sess_000156,user_010155,instagram,CAMP_0029,Influencer Collaboration - Organic Footwear - Nov2025,2025-12-01 07:47:00,1,True,2195.45
sess_000157,user_010156,instagram,CAMP_0031,Flash Sale - Organic Footwear - Sep2025,2025-10-23 07:29:00,1,True,4093.78
sess_000158,user_010157,google,CAMP_0038,Festive Campaign - Eco Accessories - Nov2025,2025-12-28 07:08:00,1,True,1871.12
sess_000159,user_010158,google,CAMP_0009,Brand Awareness - Green Living - Nov2025,2025-11-27 11:00:00,1,True,1749.63
sess_000160,user_010159,facebook,CAMP_0011,Influencer Collaboration - Sustainable Clothing - Oct2025,2025-10-18 14:52:00,1,True,968.18
sess_000161,user_010160,google,CAMP_0013,Influencer Collaboration - Green Living - Oct2025,2025-10-31 11:16:00,1,True,1017.48
sess_000162,user_010161,facebook,CAMP_0044,Flash Sale - Organic Footwear - Nov2025,2025-11-24 18:24:00,1,True,2248.84
sess_000163,user_010162,facebook,CAMP_0025,Influencer Collaboration - Sustainable Clothing - Oct2025,2025-10-23 04:46:00,1,True,2489.19
sess_000164,user_010163,facebook,CAMP_0037,Flash Sale - Eco Accessories - Nov2025,2025-12-17 13:12:00,1,True,2088.78
sess_000165,user_010164,facebook,CAMP_0046,Festive Campaign - Eco Accessories - Nov2025,2025-12-01 12:14:00,1,True,1463.89
sess_000166,user_010165,facebook,CAMP_0023,Product Launch - Sustainable Clothing - Oct2025,2025-11-02 03:05:00,1,True,3697.66
sess_000167,user_010166,facebook,CAMP_0008,Influencer Collaboration - Eco Accessories - Sep2025,2025-09-30 22:12:00,1,True,626.6
sess_000168,user_010167,google,CAMP_0039,Flash Sale - Sustainable Clothing - Oct2025,2025-10-26 01:18:00,1,True,3643.0
sess_000169,user_010168,instagram,CAMP_0002,Product Launch - Eco Accessories - Oct2025,2025-10-23 17:42:00,1,True,1832.52
sess_000170,user_010169,facebook,CAMP_0023,Product Launch - Sustainable Clothing - Oct2025,2025-11-02 12:41:00,1,True,4765.18
sess_000171,user_010170,instagram,CAMP_0042,Festive Campaign - Organic Footwear - Sep2025,2025-10-10 09:23:00,1,True,1295.02
sess_000172,user_010171,google,CAMP_0009,Brand Awareness - Green Living - Nov2025,2025-11-27 19:35:00,1,True,2139.89
sess_000173,user_010172,instagram,CAMP_0042,Festive Campaign - Organic Footwear - Sep2025,2025-10-10 12:56:00,1,True,2120.48
sess_000174,user_010173,facebook,CAMP_0019,Product Launch - Eco Accessories - Nov2025,2025-12-23 14:54:00,1,True,1890.31
sess_000175,user_010174,facebook,CAMP_0023,Product Launch - Sustainable Clothing - Oct2025,2025-11-02 16:32:00,1,True,3137.91
sess_000176,user_010175,google,CAMP_0032,Flash Sale - Eco Accessories - Oct2025,2025-11-14 09:41:00,1,True,3094.31
sess_000177,user_010176,instagram,CAMP_0014,Flash Sale - Sustainable Clothing - Oct2025,2025-11-06 09:26:00,1,True,1554.03
sess_000178,user_010177,instagram,CAMP_0029,Influencer Collaboration - Organic Footwear - Nov2025,2025-12-01 02:52:00,1,True,2045.16
sess_000179,user_010178,facebook,CAMP_0027,Product Launch - Sustainable Clothing - Nov2025,2025-12-15 20:55:00,1,True,1341.94
sess_000180,user_010179,facebook,CAMP_0037,Flash Sale - Eco Accessories - Nov2025,2025-12-17 22:08:00,1,True,2181.06
sess_000181,user_010180,instagram,CAMP_0035,Flash Sale - Organic Footwear - Nov2025,2025-11-15 02:30:00,1,True,1937.35
sess_000182,user_010181,facebook,CAMP_0045,Influencer Collaboration - Sustainable Clothing - Oct2025,2025-11-01 01:39:00,1,True,1808.88
sess_000183,user_010182,instagram,CAMP_0017,Festive Campaign - Green Living - Sep2025,2025-10-01 01:57:00,1,True,2574.35
sess_000184,user_010183,facebook,CAMP_0006,Influencer Collaboration - Sustainable Clothing - Sep2025,2025-10-25 21:51:00,1,True,3667.5
sess_000185,user_010184,google,CAMP_0043,Brand Awareness - Eco Accessories - Oct2025,2025-10-24 10:29:00,1,True,2684.73
sess_000186,user_010185,facebook,CAMP_0033,Product Launch - Eco Accessories - Oct2025,2025-11-13 16:18:00,1,True,1357.52
sess_000187,user_010186,facebook,CAMP_0044,Flash Sale - Organic Footwear - Nov2025,2025-11-24 07:53:00,1,True,2418.61
sess_000188,user_010187,facebook,CAMP_0006,Influencer Collaboration - Sustainable Clothing - Sep2025,2025-10-25 04:46:00,1,True,2854.57
sess_000189,user_010188,facebook,CAMP_0033,Product Launch - Eco Accessories - Oct2025,2025-11-13 15:09:00,1,True,1213.88
sess_000190,user_010189,facebook,CAMP_0011,Influencer Collaboration - Sustainable Clothing - Oct2025,2025-10-18 00:15:00,1,True,751.44
sess_000191,user_010190,facebook,CAMP_0047,Influencer Collaboration - Organic Footwear - Oct2025,2025-11-21 03:55:00,1,True,2512.44
sess_000192,user_010191,google,CAMP_0015,Festive Campaign - Eco Accessories - Nov2025,2025-11-14 23:15:00,1,True,1094.0
sess_000193,user_010192,facebook,CAMP_0019,Product Launch - Eco Accessories - Nov2025,2025-12-23 19:33:00,1,True,1837.07
sess_000194,user_010193,facebook,CAMP_0011,Influencer Collaboration - Sustainable Clothing - Oct2025,2025-10-18 19:46:00,1,True,916.99
sess_000195,user_010194,instagram,CAMP_0002,Product Launch - Eco Accessories - Oct2025,2025-10-23 16:40:00,1,True,2031.85
sess_000196,user_010195,instagram,CAMP_0010,Influencer Collaboration - Organic Footwear - Sep2025,2025-10-14 15:24:00,1,True,2117.19
sess_000197,user_010196,instagram,CAMP_0031,Flash Sale - Organic Footwear - Sep2025,2025-10-23 14:45:00,1,True,4206.14
sess_000198,user_010197,instagram,CAMP_0014,Flash Sale - Sustainable Clothing - Oct2025,2025-11-06 12:20:00,1,True,2149.42
sess_000199,user_010198,facebook,CAMP_0008,Influencer Collaboration - Eco Accessories - Sep2025,2025-09-30 04:39:00,1,True,925.78
sess_000200,user_010199,google,CAMP_0030,Product Launch - Sustainable Clothing - Nov2025,2025-11-19 12:43:00,1,True,1586.47
sess_000201,user_010200,facebook,CAMP_0006,Influencer Collaboration - Sustainable Clothing - Sep2025,2025-10-25 09:39:00,1,True,4225.4
sess_000202,user_010201,facebook,CAMP_0018,Influencer Collaboration - Green Living - Oct2025,2025-10-30 02:48:00,1,True,1489.42
sess_000203,user_010202,google,CAMP_0015,Festive Campaign - Eco Accessories - Nov2025,2025-11-14 11:54:00,1,True,2273.15
sess_000204,user_010203,facebook,CAMP_0041,Festive Campaign - Sustainable Clothing - Nov2025,2025-12-18 20:11:00,1,True,1364.0
sess_000205,user_010204,instagram,CAMP_0010,Influencer Collaboration - Organic Footwear - Sep2025,2025-10-14 11:08:00,1,True,1524.62
sess_000206,user_010205,instagram,CAMP_0028,Influencer Collaboration - Green Living - Nov2025,2025-12-01 18:30:00,1,True,1825.24
sess_000207,user_010206,google,CAMP_0032,Flash Sale - Eco Accessories - Oct2025,2025-11-14 05:02:00,1,True,3525.03
sess_000208,user_010207,facebook,CAMP_0046,Festive Campaign - Eco Accessories - Nov2025,2025-12-01 09:16:00,1,True,2716.74
sess_000209,user_010208,facebook,CAMP_0021,Influencer Collaboration - Organic Footwear - Oct2025,2025-11-13 12:54:00,1,True,1028.21
